layer,block_size,target_sparsity,local_blocks,aggregation,mask_type,actual_tile_sparsity,attention_tile_work_fraction,kept_attention_mass_mean,output_cosine_mean,output_l2_relative_mean,kept_attention_mass_p50,kept_attention_mass_p90,output_l2_relative_p90,output_cosine_p10,token_mask_sparsity,strict_pass,practical_pass,relaxed_pass,quality_only_pass,oracle_gap_mass,oracle_gap_l2,improvement_over_mean_pooled_mass,improvement_over_mean_pooled_l2
0,8,0.75,0,none,mean_pooled_score,0.7596899224806202,0.24031007751937986,0.7533572316169739,0.9452310800552368,0.14949588477611542,0.9133796691894531,0.9999957084655762,0.3961087763309479,0.928211510181427,0.8815059661865234,False,False,False,False,0.08840572834014893,0.06278768926858902,0.7533572316169739,-0.14949588477611542
0,8,0.75,0,logsumexp,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.7747101187705994,0.9756060242652893,0.1286945641040802,0.9224832653999329,0.9999973773956299,0.3946339190006256,0.9323110580444336,0.8737125396728516,False,False,False,False,0.06705284118652344,0.0419863685965538,0.02135288715362549,0.020801320672035217
0,8,0.75,1,logsumexp,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.7651135921478271,0.9710590243339539,0.1401091367006302,0.911447286605835,0.9999964237213135,0.4306391477584839,0.9227639436721802,0.87451171875,False,False,False,False,0.07664936780929565,0.05340094119310379,0.011756360530853271,0.00938674807548523
0,8,0.75,2,logsumexp,aglr_antidiagonal,0.7438226744186047,0.25617732558139533,0.7630965709686279,0.9698851704597473,0.13920404016971588,0.9111942052841187,0.9999964237213135,0.432840496301651,0.9209810495376587,0.87432861328125,False,False,False,False,0.07866638898849487,0.052495844662189484,0.009739339351654053,0.010291844606399536
0,8,0.75,0,topk_mean,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.7875223755836487,0.9791429042816162,0.11501223593950272,0.9294776916503906,0.999997615814209,0.335754930973053,0.9473584294319153,0.8739795684814453,False,False,False,False,0.05424058437347412,0.02830404043197632,0.034165143966674805,0.0344836488366127
0,8,0.75,1,topk_mean,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.7793996930122375,0.9755538702011108,0.12466100603342056,0.9237488508224487,0.9999969005584717,0.3589794933795929,0.9411479234695435,0.87451171875,False,False,False,False,0.062363266944885254,0.037952810525894165,0.026042461395263672,0.024834878742694855
0,8,0.75,2,topk_mean,aglr_antidiagonal,0.7438226744186047,0.25617732558139533,0.7760234475135803,0.9745438694953918,0.12479172646999359,0.9219920635223389,0.9999970197677612,0.36171573400497437,0.9390217661857605,0.87432861328125,False,False,False,False,0.06573951244354248,0.038083530962467194,0.022666215896606445,0.024704158306121826
1,8,0.3,0,none,oracle_block_mass,0.29299903100775193,0.7070009689922481,0.9533246159553528,0.9989794492721558,0.02570624090731144,0.9737536311149597,0.9999663829803467,0.06634020805358887,0.9985220432281494,0.6470756530761719,False,False,False,True,0.04667538404464722,0.02570624090731144,0.9533246159553528,-0.02570624090731144
1,8,0.3,0,none,mean_pooled_score,0.3085029069767442,0.6914970930232558,0.9239247441291809,0.9888578057289124,0.04896173253655434,0.9576495289802551,0.9999133944511414,0.10120875388383865,0.9965372681617737,0.6548976898193359,False,False,False,True,0.029399871826171875,0.023255491629242897,0.9239247441291809,-0.04896173253655434
1,8,0.3,0,logsumexp,aglr_antidiagonal,0.29299903100775193,0.7070009689922481,0.9370759129524231,0.9982155561447144,0.03434653580188751,0.9658225178718567,0.9999114274978638,0.08558198809623718,0.9972947835922241,0.6471424102783203,False,False,False,True,0.016248703002929688,0.008640294894576073,0.013151168823242188,0.014615196734666824
